Category,Number,Term ,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
Cellular Component,GO:0016021,integral component of membrane,362,24.24648359,0.015569781,"SLC35B3, CYBC1, TMEM200A, AQP9, MRGPRF, AQP4, CWH43, FZD10, ABCA12, CLDN1, AQP1, RNF112, NSDHL, GJA1, EDNRB, EVA1C, NDST3, TNFSF10, KDR, SMCO2, SMCO4, IER3, SLC34A2, TMEM88B, ST6GAL1, PAQR4, UNC5B, CACNA2D1, SLC6A14, ISLR2, ACSL5, ADGRA3, CPT1B, TM4SF1, MTHFD1, CTAGE4, NINJ2, KCNQ3, CTAGE8, CTAGE15, SLC22A4, MACF1, SLC35D1, GYPC, SDC2, LPAR3, CD99L2, SLC5A1, MST1R, CD1D, APCDD1, SMIM7, PCDH18, SLC5A3, KIAA0040, ARSJ, KCNMB2, SLC19A3, KCNMB3, ST8SIA5, ST3GAL6, TSPAN2, PROM1, KCNN4, TRPM6, RHBDL2, ST3GAL1, HLA-DQA1, GPM6B, FZD1, TNFSF18, GSDMD, GSDMC, GSDMB, IFITM10, TNFSF14, FZD4, ST8SIA1, INSR, FZD7, SLC10A3, APCDD1L, EXT1, IL22RA1, VNN1, LOC102723996, LDAF1, MRAP2, HLA-DRB1, CD200, CD22, XKR5, NRP2, KCNC4, ARHGAP1, LRRC32, PCSK5, LITAF, VSIR, EDA2R, CLDN22, SERP2, PANX2, TMEM44, RRP12, EMB, CD34, ERMAP, HLA-DPA1, HAVCR2, CHST9, ELOVL1, GRAMD2B, GPR35, IFNGR1, MMD, HEG1, MYOF, TACR2, NIPA1, PAX6, EMP2, TACR1, ZDHHC11, OSMR, SORCS2, PLAAT4, ZDHHC14, PIGC, TLR1, RNF144B, PIGB, ANO1, F8, SLCO4A1, FAM20B, GAS1, B3GNT2, TLR6, CLDN16, TLR5, VAMP4, TMEM106A, TLR3, CD44, CHST3, POPDC2, ATL3, SLC43A3, PTGER2, DERL3, PTAFR, SLC22A20P, AMIGO2, GREB1L, ZDHHC23, ADCY3, SGMS2, EGFR, TMEM165, TM9SF3, MFSD4A, NT5E, UCP3, UCP2, SUSD6, SPTSSB, GPAT3, IL12RB2, MICB, CD74, IL10RB, BIK, TMEM270, TYW1B, FMO4, PDZK1IP1, TMEM60, GPR141, VMP1, KITLG, STING1, ZDHHC9, VMA21, ADGRL1, FAS, RAMP1, ADGRL2, CRB3, SEMA5A, SLC27A1, CD83, STEAP4, ITPRIP, GALNT16, CD82, NDUFA11, IL1RAP, SERTM1, TNF, AMOT, CDH2, RNF19A, ADORA1, SLC25A41, SLC25A40, SLC16A7, SLC16A9, SLC25A45, ROS1, SLC39A4, IFNAR2, KIRREL1, IL4R, GPR78, ATP11C, IRAG2, SHISA9, CASD1, LEMD1, FRMD3, MAG, MYCN, STIM2, MYADM, MAL, SLC27A6, ADAM8, RELL1, STEAP1, SLC27A3, IL6ST, STEAP2, PHLDB2, DUS4L-BCAP29, SLC26A2, SUCNR1, CHRNA5, ABHD3, UBA6, LSMEM1, TMEM59L, ATP5MC3, ILDR2, SLC1A3, SLC1A4, FUT4, SEL1L3, RHEX, FUT3, TMEM243, TMEM123, HRH1, LOC105372440, NPC1L1, ADGRG5, KHDC1, CDH24, SLC15A3, STRA6, GRIA4, C3ORF80, ATP8B3, MUC16, GPR108, CAV2, CAV1, SRD5A3, CYBRD1, EPHX3, NSG1, DNAJC15, SMAD6, ADCY10, SYNDIG1L, LRFN4, SELL, TMEM116, RNF182, HLA-DRA, OR2A7, SLC26A4, OR2A4, SLC35E2B, CNTNAP3, ALK, KCNK5, KCNK6, TCIRG1, ADRA1B, KRT10-AS1, TMEM101, FUNDC2, UPK1B, CYP4V2, ACP5, PMEPA1, TMEM109, MAN1A1, ACP3, EVI5L, NPIPA5, ABCC3, SMIM13, TRPC3, GPX8, ABCC9, TNFRSF1B, ADGRF2, C15ORF48, ADGRF1, ACTBL2, CDHR1, ADGRF4, OAS3, ADGRF5, PECAM1, TNFRSF25, TRIM59, CFAP54, SFT2D2, SLC25A5, SLC25A14, STOML1, UNC93B1, PON2, LCAT, ATP10A, LMF1, PRRG4, P2RY6, SLC25A28, P2RY4, MARVELD1, P2RY2, P2RY1, LRRC8C, CHSY3, SLC25A20, LRRC8B, KCNJ2, LRRC8E, CACNG5, CYB5B, SLC12A4, SMIM38, PPP1R14C, PCDHGC4, PCDH7, CYP51A1, STYK1, CYP4B1, KCNJ16, MCOLN1, DHODH, SCART1, TSPAN15, SVOPL, SYT10, CMTM2, SSBP4, VPS35L",1242,5175,19595,1.103625911,0.99998924,0.454014801,0.44840968
Biological Process,GO:0045944,positive regulation of transcription from RNA polymerase II promoter,98,6.563965171,0.016322553,"FOXA1, PID1, FOXI1, UBE3A, FGF2, TNF, ELK3, RPS6KA4, ZC3H12A, HOXA2, DPF3, SOX9, CCN1, JUNB, PITX1, TP63, MEF2B, ZBTB38, LMO3, BHLHA15, GTF2F1, NPNT, MYCN, ZFPM2, ATF3, AKNA, GATA6, NPAS2, STRA8, NPAT, SBNO2, FADD, JUND, SMAD3, VDR, ECD, LIF, PBX3, NFATC1, POU2F3, ESR2, ELL3, BMP6, NR4A2, RGCC, LHX2, MAFF, OGT, TP73, CIITA, ADIRF, LITAF, HOXC10, GLI2, HHEX, ING3, IKBKG, EDN1, CHUK, IL18, VEZF1, ETV1, PAX6, BAZ1B, POU5F1, IL1A, PAX8, ELF4, IRF1, HAND2, IRF7, PTMA, MPND, TLR3, NFIX, CEBPD, UHRF1, NOD2, BARX2, RELA, EGFR, P2RY1, MEF2D, DMRT1, IRX3, ATAD2, AP3D1, NR1H3, FOXJ1, GRHL3, KLF4, KLF2, PSMC3, STING1, TEF, NFIC, HDGF, SSBP4",1193,1223,18585,1.248307962,1,0.794648925,0.791617842
Cellular Component,GO:0001725,stress fiber,11,0.736771601,0.016360869,"PDLIM1, ACTA2, PDLIM3, SYNPO2, FAM107A, SORBS1, MST1R, MYH10, LPP, MYLK, AMOT",1242,73,19595,2.377352039,0.999994012,0.458733607,0.453070229
Biological Process,GO:0071345,cellular response to cytokine stimulus,8,0.535833891,0.016445349,"GBP5, PID1, KHSRP, DPYSL3, TCIRG1, GBP2, GBP4, GBP3",1193,42,18585,2.967309304,1,0.794648925,0.791617842
Biological Process,GO:0060544,regulation of necroptotic process,4,0.267916946,0.016502563,"CYLD, OGT, BIRC2, BIRC3",1193,9,18585,6.92372171,1,0.794648925,0.791617842
Biological Process,GO:0008544,epidermis development,12,0.803750837,0.018142384,"LAMB3, INSR, KRT14, LAMA3, KLK5, GRHL3, LAMC2, CCN2, KRT10, POU2F3, EDA2R, HLA-DRB1",1193,84,18585,2.225481978,1,0.854902742,0.851641829
Biological Process,GO:0001942,hair follicle development,8,0.535833891,0.018587977,"PIAS4, NSDHL, LHX2, FOXI3, SOX9, APCDD1, RELA, EGFR",1193,43,18585,2.898302111,1,0.854902742,0.851641829
Molecular Function,GO:0004712,protein serine/threonine/tyrosine kinase activity,42,2.81312793,0.018591432,"ALK, CIITA, FLT1, MAST4, PKN3, MAST3, MST1R, EGFR, RPS6KA4, NUAK2, IRAK1, KDR, PIM1, STK38L, PAK3, TRPM6, PAK2, ROS1, MAP3K5, PLK3, MAP3K3, RIPK3, DAPK1, PLK2, INSR, STYK1, HUNK, TYK2, BAZ1B, PASK, MAK, CAMK4, MYO3A, SIK1, PRKCQ, TNIK, SIK2, MAP3K13, ALPK1, SGK1, CDK14, EPHA2",1207,442,18178,1.431086385,1,0.985345904,0.982371275
Biological Process,GO:0007507,heart development,23,1.540522438,0.018599123,"POPDC2, MEF2B, DNAH5, HEG1, PTEN, DAW1, FOXJ1, PCSK5, HDAC9, GLI2, PDLIM1, IL1A, GJA1, PDLIM3, MTHFD1, LOX, HAND2, SOX9, BORCS8, ZFPM2, CC2D2A, FGF12, STRA6",1193,213,18585,1.682171824,1,0.854902742,0.851641829
Biological Process,GO:0001822,kidney development,15,1.004688547,0.018875244,"HELLS, PLXND1, GREB1L, ARID5B, PRDM1, PCSK5, BMP6, GLI2, PAX8, CNTRL, HAS2, FADD, CC2D2A, TP73, STRA6",1193,118,18585,1.98030176,1,0.854902742,0.851641829
Biological Process,GO:0051091,positive regulation of sequence-specific DNA binding transcription factor activity,15,1.004688547,0.018875244,"FZD1, FOXA1, FANK1, EDN1, SMAD3, FZD4, PTEN, ARID5B, TNF, ESR2, RGCC, STING1, NDP, IKBKE, ARHGEF5",1193,118,18585,1.98030176,1,0.854902742,0.851641829
Biological Process,GO:1902895,positive regulation of pri-miRNA transcription from RNA polymerase II promoter,9,0.602813128,0.018892836,"FOXA1, MYCN, SMAD3, KLF4, SMAD6, TNF, FGF2, RELA, EGFR",1193,53,18585,2.645384238,1,0.854902742,0.851641829
Biological Process,GO:0010628,positive regulation of gene expression,46,3.081044876,0.019021994,"DNMT1, RHOXF1, PID1, CXCL8, CDKN2B-AS1, PRDM1, LRRC32, FGF2, TNF, RELA, VSIR, RBM4, GJA1, NWD1, ZC3H12A, AGR2, SOX9, CCN2, CD34, SEC16B, CD74, SMAD3, IFNGR1, VDR, CAV1, LIF, MIR27B, RAB27A, MSN, PAX6, GRHL3, KLF4, TICAM1, BMP6, POU5F1, ACTA2, IL1A, MYCN, RGCC, HAND2, NOS1AP, VIM, TLR6, ATF3, TLR3, RBMS3",1193,511,18585,1.402358507,1,0.854902742,0.851641829
Cellular Component,GO:0042613,MHC class II protein complex,5,0.334896182,0.019613634,"CD74, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1242,17,19595,4.640286066,0.999999465,0.529494743,0.522957771
Biological Process,GO:0035924,cellular response to vascular endothelial growth factor stimulus,7,0.468854655,0.01968545,"FLT1, ANXA1, MIR27B, KDR, HSPB1, GAS1, RELA",1193,34,18585,3.207312263,1,0.876373951,0.873031139
Cellular Component,GO:0098978,glutamatergic synapse,39,2.612190221,0.020337247,"NRP2, CLSTN2, PLXND1, FBXO45, UBE3A, IL1RAP, RELA, MAP1LC3A, P2RY4, OPHN1, RNF19A, P2RY1, STK38L, SLC16A7, HOMER3, GPC4, PAK3, PAK2, RGS9, KCNJ2, CACNG5, FZD4, DAPK1, AP3D1, NSG1, SHISA9, DYNLL2, DNM3, DLG1, LRFN4, ACTBL2, SYT10, CAMK4, AKAP9, NOS1AP, TNIK, RGS7BP, OGT, DGKI",1242,425,19595,1.447769253,0.999999688,0.529494743,0.522957771
Biological Process,GO:0006959,humoral immune response,10,0.669792364,0.020346173,"ST6GAL1, CD83, ALOX5, IFNE, CCL2, FOXJ1, TNF, HLA-DRB1, PSMB10, NOTCH2NLC",1193,64,18585,2.434120914,1,0.877424948,0.874078127
Biological Process,GO:0042119,neutrophil activation,5,0.334896182,0.020452796,"CXCL6, CXCL8, ANXA1, IL15, IL18",1193,17,18585,4.581874661,1,0.877424948,0.874078127
Biological Process,GO:0071354,cellular response to interleukin-6,5,0.334896182,0.020452796,"SBNO2, PID1, ST3GAL6, AQP4, RELA",1193,17,18585,4.581874661,1,0.877424948,0.874078127
Biological Process,GO:0045446,endothelial cell differentiation,5,0.334896182,0.020452796,"FZD1, FZD4, KDR, NDP, FSTL1",1193,17,18585,4.581874661,1,0.877424948,0.874078127
Biological Process,GO:0002088,lens development in camera-type eye,8,0.535833891,0.02091892,"GJA1, DLG1, FAT1, SLITRK6, CRYBB2, PAX6, NDP, CRYAB",1193,44,18585,2.832431609,1,0.87808632,0.874736976
Biological Process,GO:0008284,positive regulation of cell proliferation,48,3.215003349,0.020966753,"FLT1, PTEN, LAMC2, PTN, MST1R, TCIRG1, FGF2, NTN1, THBS1, RELA, HOXC10, EGFR, MYCNOS, ESM1, EDNRB, NACC1, KDR, HAS2, S1PR3, SOX9, CCN2, IL12RB2, MCTS1, TIPIN, EDN1, EDN2, IL15, ST8SIA1, INSR, DHPS, TBC1D8, LIF, AKR1C2, MIR200B, EMP2, UBE2A, OSMR, BMP6, DLG1, KITLG, GAREM1, CEACAM6, HPSE, SLC25A5, IL6ST, ATF3, LGMN, EZH2",1193,541,18585,1.382184741,1,0.87808632,0.874736976
Biological Process,GO:0033209,tumor necrosis factor-mediated signaling pathway,11,0.736771601,0.021078957,"TNFSF18, CHUK, FAS, TNFRSF25, TNFRSF1B, TNF, EDA2R, RELA, PSMB10, BIRC2, BIRC3",1193,75,18585,2.284828164,1,0.87808632,0.874736976
Biological Process,GO:0042981,regulation of apoptotic process,25,1.674480911,0.021552794,"FANK1, ALK, TNFAIP8, NOD2, ING3, RASSF5, CASP4, CASP1, FADD, SOX9, PAK2, RIPK3, DAPK1, BIK, STYK1, CARD6, PAX8, LOX, FAS, GAS1, TNFRSF25, CARD16, SGK1, BIRC2, BIRC3",1193,241,18585,1.616013885,1,0.87808632,0.874736976
Cellular Component,GO:0072559,NLRP3 inflammasome complex,4,0.267916946,0.021726533,"GSDMD, CASP4, CASP1, CARD16",1242,10,19595,6.31078905,0.999999889,0.530181694,0.523636241
Cellular Component,GO:0031012,extracellular matrix,26,1.741460147,0.021828263,"FBLN7, OLFML2B, LTBP2, PRELP, TNFRSF11B, LRRC32, THBS1, HAPLN2, EFEMP1, SPOCK2, CCN2, NDP, CCN1, CCBE1, MMP7, TFPI2, COL1A2, COL4A2, LOX, COL4A1, PXDN, MGP, COL8A1, PTX3, HPSE, TLR3",1242,257,19595,1.596113962,0.999999897,0.530181694,0.523636241
Molecular Function,GO:0015459,potassium channel regulator activity,8,0.535833891,0.021956174,"DLG1, KCNMB2, AKAP9, KCNMB3, NEDD4L, ABCC9, SGK1, SLC5A3",1207,43,18178,2.801949866,1,1,0.997734139
Biological Process,GO:0007411,axon guidance,21,1.406563965,0.022134654,"SEMA5A, NRP2, SEMA3C, UNC5B, LAMA3, ETV1, PAX6, NOTCH2NLC, GLI2, EXT1, EFNB1, EFNA2, OPHN1, LHX2, DPYSL2, PLEKHG4B, B3GNT2, PRKCQ, EMB, SLIT2, EPHA2",1193,192,18585,1.70388464,1,0.87808632,0.874736976
Cellular Component,GO:0032991,macromolecular complex,58,3.884795713,0.022545449,"ALK, FEN1, TES, CCP110, AQP4, KIF11, TNF, CLDN1, RBM4, CHAF1B, CHAF1A, LBH, ZC3H12A, CASP4, CASP1, SOX9, IKBKG, TP63, CGNL1, MAP3K5, RIPK3, RAD23A, GTF2F1, RNF168, ACTA2, F8, HAND2, PECAM1, MTCP1, CARD16, CRYAB, DGKI, ASF1B, BIRC3, DGKH, PTN, NOD2, PTGS2, EGFR, C3, IRAK1, MBP, SAC3D1, STRA6, CD74, CAV2, CAV1, RFTN1, ARHGAP29, SMAD6, LSM4, HYPK, NR4A2, NASP, NEDD4, ALB, OGT, SNTB2",1242,687,19595,1.331971488,0.99999994,0.530181694,0.523636241
Biological Process,GO:0060585,positive regulation of prostaglandin-endoperoxide synthase activity,3,0.200937709,0.022607298,"EDN1, EDN2, NOD2",1193,4,18585,11.68378039,1,0.87808632,0.874736976
Biological Process,GO:0099518,vesicle cytoskeletal trafficking,3,0.200937709,0.022607298,"F8A1, F8A2, F8A3",1193,4,18585,11.68378039,1,0.87808632,0.874736976
Biological Process,GO:0014826,vein smooth muscle contraction,3,0.200937709,0.022607298,"EDN1, EDN2, EDNRB",1193,4,18585,11.68378039,1,0.87808632,0.874736976
Molecular Function,GO:0031489,myosin V binding,5,0.334896182,0.022874807,"NPC1L1, RAB27A, RAB27B, RAB6A, RAB11B",1207,17,18178,4.429553097,1,1,0.997734139
Biological Process,GO:0034142,toll-like receptor 4 signaling pathway,6,0.401875419,0.022904281,"IRAK1, CHUK, IRAK2, TNIP3, NMI, RELA",1193,26,18585,3.595009349,1,0.87808632,0.874736976
Biological Process,GO:0090103,cochlea morphogenesis,6,0.401875419,0.022904281,"FRZB, MYO3A, GRHL3, SOX9, TBX18, GLI2",1193,26,18585,3.595009349,1,0.87808632,0.874736976
Biological Process,GO:0046697,decidualization,6,0.401875419,0.022904281,"VDR, LIF, PTN, NDP, PTGS2, JUNB",1193,26,18585,3.595009349,1,0.87808632,0.874736976
Biological Process,GO:0032740,positive regulation of interleukin-17 production,6,0.401875419,0.022904281,"IL15, RFTN1, IL18, PRKCQ, TYK2, NOD2",1193,26,18585,3.595009349,1,0.87808632,0.874736976
Molecular Function,GO:0019900,kinase binding,14,0.93770931,0.023082408,"BCAR3, GADD45A, TNFAIP3, EMP2, RAD23A, EGFR, PARP8, DLG1, MYCN, PER3, CASP1, FAS, CARD16, DGKH",1207,106,18178,1.98912007,1,1,0.997734139
Biological Process,GO:1904707,positive regulation of vascular smooth muscle cell proliferation,9,0.602813128,0.023208957,"EDN1, P2RY6, GJA1, DNMT1, MIR27B, MEF2D, TNF, FGF2, MAP3K5",1193,55,18585,2.549188448,1,0.87808632,0.874736976
Biological Process,GO:1904646,cellular response to beta-amyloid,8,0.535833891,0.023445407,"GJA1, CACNA2D1, CASP4, MIR200A, TLR6, MIR106B, TNF, LGMN",1193,45,18585,2.769488684,1,0.87808632,0.874736976
Biological Process,GO:0032722,positive regulation of chemokine production,8,0.535833891,0.023445407,"CD74, C5, IL4R, IL18, TICAM1, TNF, TLR3, HAVCR2",1193,45,18585,2.769488684,1,0.87808632,0.874736976
Biological Process,GO:0032691,negative regulation of interleukin-1 beta production,8,0.535833891,0.023445407,"SERPINB1, ELF4, ZC3H12A, MIR27B, ACP5, TNFAIP3, AQP4, CARD16",1193,45,18585,2.769488684,1,0.87808632,0.874736976
Molecular Function,GO:0001228,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",44,2.947086403,0.023668965,"FOXA1, CEBPD, FOXI1, BARX2, LITAF, RELA, HOXC10, ELK3, GLI2, HHEX, SOX9, JUNB, MEF2D, PITX1, TP63, JUND, MEF2B, SMAD3, DMRT1, IRX3, PBX3, NR1H3, FOXJ1, ETV1, PAX6, GRHL3, NFATC1, VEZF1, EBF3, BHLHA15, KLF4, POU2F3, NR4A2, MYCN, TEF, PAX8, LHX2, ELF4, IRF1, NFIC, HAND2, MAFF, ATF3, TP73",1207,475,18178,1.395076091,1,1,0.997734139
Molecular Function,GO:0015389,pyrimidine- and adenine-specific:sodium symporter activity,3,0.200937709,0.02411582,"SLC28A2, SLC28A1, SLC28A3",1207,4,18178,11.2953604,1,1,0.997734139
Molecular Function,GO:0005031,tumor necrosis factor-activated receptor activity,4,0.267916946,0.024572784,"FAS, TNFRSF25, TNFRSF1B, EDA2R",1207,10,18178,6.024192212,1,1,0.997734139
Biological Process,GO:0045019,negative regulation of nitric oxide biosynthetic process,5,0.334896182,0.024992694,"CAV1, KHSRP, ZC3H12A, ACP5, CD34",1193,18,18585,4.327326069,1,0.928665553,0.925123281
Biological Process,GO:0050729,positive regulation of inflammatory response,14,0.93770931,0.025415356,"TNFSF18, GSDMD, CCL24, SUCNR1, IL15, IL18, NMI, NEAT1, TNF, CASP4, CASP1, NAPEPLD, CARD16, TLR3",1193,111,18585,1.964839945,1,0.936992685,0.933418651
Biological Process,GO:0048870,cell motility,8,0.535833891,0.026174259,"SRPX2, ACTBL2, PTEN, ELMO1, ELMO3, PLD1, CD34, EPHA2",1193,46,18585,2.709282408,1,0.948513537,0.944895558
Biological Process,GO:0006661,phosphatidylinositol biosynthetic process,8,0.535833891,0.026174259,"PI4K2B, MTMR1, SH3YL1, SLC27A1, PITPNM3, PTEN, FGF2, PI4K2A",1193,46,18585,2.709282408,1,0.948513537,0.944895558
Biological Process,GO:0043410,positive regulation of MAPK cascade,19,1.272605492,0.026330848,"ALK, BCAR3, CD74, FLT1, CAV2, INSR, LIF, LPAR3, ADRA1B, FGF2, TNF, INAVA, KISS1, CDH2, ADORA1, KDR, HLA-DRB1, TMEM106A, TP73",1193,171,18585,1.730930427,1,0.948513537,0.944895558
Biological Process,GO:0060976,coronary vasculature development,6,0.401875419,0.02666837,"PLXND1, CNTRL, ABCC9, PRDM1, SMAD6, PCSK5",1193,27,18585,3.461860855,1,0.953394221,0.949757625
Biological Process,GO:0006813,potassium ion transport,11,0.736771601,0.026969786,"KCNK5, KCNK6, KCNMB2, KCNC4, KCNMB3, KCNJ16, ABCC9, KCNN4, KCNJ2, AQP1, KCNH1",1193,78,18585,2.196950158,1,0.956920439,0.953270393
Molecular Function,GO:0038023,signaling receptor activity,24,1.607501674,0.027097627,"NRP2, SUCNR1, PAQR4, FZD4, IL10RB, MMD, ANXA2R, TNFRSF11B, GP6, NOTCH2NLC, EDA2R, AMOT, TLR1, TMEM123, P2RY2, P2RY1, FAS, TNFRSF25, ITGB6, TLR6, TLR5, TLR3, GRIA4, STRA6",1207,226,18178,1.599343065,1,1,0.997734139
Biological Process,GO:0051649,establishment of localization in cell,13,0.870730074,0.028067334,"RSPH4A, ATP8B3, DNAH5, CAV1, DAW1, BHLHA15, NOD2, AQP1, C1QTNF12, P2RY1, KCNN4, CFAP54, CFAP43",1193,101,18585,2.005137228,1,0.98121889,0.977476161
Biological Process,GO:0008360,regulation of cell shape,17,1.138647019,0.02807047,"CCL24, ANXA1, PRAG1, PLXND1, WDR1, ARHGEF18, MSN, ATP10A, RHOF, GNA13, DLG1, P2RY1, KDR, PLXNA2, CCL2, RHOU, MYH10",1193,148,18585,1.789407807,1,0.98121889,0.977476161
Cellular Component,GO:0070382,exocytic vesicle,6,0.401875419,0.029376655,"SYT10, DPYSL3, RAB27A, RAB27B, SYTL4, SYTL2",1242,28,19595,3.380779848,1,0.669236926,0.660974742
Biological Process,GO:0043031,negative regulation of macrophage activation,4,0.267916946,0.029445048,"ADGRF5, ZC3H12A, NR1H3, CD200",1193,11,18585,5.664863217,1,1,0.996396778
Biological Process,GO:1990918,double-strand break repair involved in meiotic recombination,4,0.267916946,0.029445048,"TERB1, BRME1, BRIP1, DMC1",1193,11,18585,5.664863217,1,1,0.996396778
Biological Process,GO:0072659,protein localization to plasma membrane,18,1.205626256,0.029470824,"SMURF1, TPBG, ZDHHC23, EMP2, ABCA12, TNF, TSPAN15, EHD2, DLG1, CDH2, FRMD8, P2RY1, MYADM, TNIK, MRAP2, RAMP1, CRB3, EPHA2",1193,161,18585,1.741681548,1,1,0.996396778
Biological Process,GO:0000902,cell morphogenesis,13,0.870730074,0.030026003,"DMRT1, UNC93B1, VDR, LIF, SHROOM1, LIPA, PSMB10, EGFR, KLF2, CDH2, CDH24, ADAM8, ITGB6",1193,102,18585,1.98547902,1,1,0.996396778
Biological Process,GO:0071360,cellular response to exogenous dsRNA,5,0.334896182,0.030091993,"CIITA, STING1, CAV1, IFIT1, TLR3",1193,19,18585,4.099572065,1,1,0.996396778
Molecular Function,GO:0003953,NAD+ nucleosidase activity,6,0.401875419,0.030317286,"TLR1, IL1RAP, TLR6, TICAM1, TLR5, TLR3",1207,27,18178,3.346773451,1,1,0.997734139
Molecular Function,GO:0015293,symporter activity,11,0.736771601,0.030497888,"SLC22A4, SLC10A3, SLC6A14, SLC16A7, SLC1A3, SLC1A4, SLC16A9, SLC15A3, SLC28A2, SLC28A1, SLC28A3",1207,77,18178,2.151497219,1,1,0.997734139
Biological Process,GO:0016540,protein autoprocessing,6,0.401875419,0.030804455,"PCSK1, CASP4, CASP1, CAPN2, CARD16, CTSE",1193,28,18585,3.338222967,1,1,0.996396778
Biological Process,GO:0071560,cellular response to transforming growth factor beta stimulus,10,0.669792364,0.031579536,"ACTA2, EDN1, CDKN2B, SMAD3, COL4A2, CAV1, NFATC1, SOX9, CLDN1, PAK2",1193,69,18585,2.25773534,1,1,0.996396778
Molecular Function,GO:0019911,structural constituent of myelin sheath,4,0.267916946,0.032152067,"MARVELD1, MAL, MBP, GPM6B",1207,11,18178,5.476538375,1,1,0.997734139
Molecular Function,GO:0047676,arachidonate-CoA ligase activity,4,0.267916946,0.032152067,"SLC27A1, SLC27A6, ACSL5, SLC27A3",1207,11,18178,5.476538375,1,1,0.997734139
Molecular Function,GO:0032395,MHC class II receptor activity,4,0.267916946,0.032152067,"HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1207,11,18178,5.476538375,1,1,0.997734139
Biological Process,GO:0048513,animal organ development,7,0.468854655,0.032565551,"MEF2B, GATA6, SPRY3, ZFPM2, MEF2D, FGF2, FOXP1",1193,38,18585,2.869700446,1,1,0.996396778
Biological Process,GO:0043029,T cell homeostasis,7,0.468854655,0.032565551,"GPR15LG, TNFSF14, RIPK3, PMAIP1, FADD, TCIRG1, CHST3",1193,38,18585,2.869700446,1,1,0.996396778
Cellular Component,GO:0016020,membrane,255,17.07970529,0.033091465,"PI4K2B, TMEM200A, AQP4, CWH43, ABCA12, CLDN1, RNF112, DPYSL2, EVA1C, SMCO2, SMCO4, AGFG2, IER3, GBP5, SLC34A2, PAQR4, SLC6A14, ACSL5, ADGRA3, SYTL4, SYTL2, DDX39A, MTHFD1, PSME2, PI4K2A, MTMR1, MACF1, GYPC, SMIM7, SLC5A3, KIAA0040, RNF213, SLC19A3, STK38L, ST3GAL6, TSPAN2, ST3GAL1, HLA-DQA1, GSDMD, ST8SIA1, INSR, FZD7, SLC10A3, RAB27A, NMI, PARP14, NOTCH2NLC, EXT1, EHD2, VNN1, HNRNPF, FAT1, FARSA, HLA-DRB1, CC2D1A, CD200, CD22, FERMT3, XKR5, PCSK1, NRP2, FEN1, MCUB, KIF11, PCSK5, EDA2R, GLI2, TMEM44, CNTRL, CTSC, CEP55, CHST9, ELOVL1, SERPINB1, IFNGR1, MMD, MAMDC2, NIPA1, EMP2, TYK2, SORCS2, PLAAT4, DYNLL2, LRRC41, TLR1, RAP2C, PIGB, MRAS, KIF2A, CEACAM6, PITPNM3, GAS1, B3GNT2, MFGE8, MGLL, RAPGEF3, TLR3, POPDC2, ATL3, PTAFR, SLC22A20P, GREB1L, ADCY3, HSPA14, EGFR, TM9SF3, MFSD4A, NT5E, MTHFD1L, FRZB, CHN2, SUSD6, APOL3, UBL4A, MPP1, CD74, IL10RB, AP3D1, MYO9B, TMEM270, SORBS2, KRT10, FMO4, PDZK1IP1, TMEM60, VMP1, XAB2, KITLG, PSMC3, TRIP10, PNPLA4, ADGRL1, FAS, SLC28A2, SLC28A1, ADGRL2, SEMA5A, SLC27A1, STEAP4, ITPRIP, PLXND1, AMHR2, FMR1, LOXL4, DEFB1, IL1RAP, SERTM1, TNF, FBL, RNF19A, KHSRP, ROS1, IRAG2, NPNT, LEMD1, FRMD3, COL4A2, MAP7D3, COL4A1, EHBP1L1, ELMO1, STEAP1, SLC27A3, IL6ST, DGKI, SLC26A2, AKNA, LSMEM1, TMEM59L, ILDR2, SLC1A3, SLC1A4, AK5, PLD1, FUT4, SEL1L3, FUT3, GOLGA7B, TMEM243, TMEM123, CALHM2, ADGRG5, KHDC1, RAB6A, FAM83B, C3ORF80, ATP8B3, GPR108, CAV2, CAV1, OSBPL3, CYBRD1, EPHX3, LSM4, DLG1, SYNDIG1L, TMEM116, ITGA11, RNF182, HPSE, SLC26A4, MAP3K13, SLC35E2B, CNTNAP3, BCAR3, MCM7, PLEK, LAMC2, MSLN, KRT10-AS1, TMEM101, UPK1B, ACP5, PMEPA1, MAN1A1, COLGALT1, SCYL1, ABCC3, SMIM13, GPX8, TBC1D8, ABCC9, TNFRSF1B, ADGRF2, DNM3, ADGRF1, ACTBL2, CDHR1, ADGRF4, OAS3, ADGRF5, MCM4, SFT2D2, SLC25A5, ITGB3BP, LAMA3, ATP10A, PRRG4, GNA13, GNG5, LRRC8C, SLIT2, KCNJ2, CYB5B, SLC12A4, SMIM38, PPP1R14C, TPBG, CYP51A1, KCNJ16, MCOLN1, SVOPL, SPRY3, CMTM2, SNTB2",1242,3617,19595,1.112283113,1,0.694459335,0.685885763
