"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM"
"37884","ENSG00000243303","100271502","RPL34P32",NA
"37888","ENSG00000243312","643974","RPL6P13",NA
"37889","ENSG00000243313","106479326","RN7SL285P",NA
"37890","ENSG00000243314","100271055","RPS12P7",NA
"37891","ENSG00000243316","390003","GUCY2GP","chr10"
"37892","ENSG00000243317","647087","STMP1","chr7"
"37893","ENSG00000243319","283480","FGF14-IT1","chr13"
"37894","ENSG00000243321","107986046","LINC01998",NA
"37895","ENSG00000243323","148713","PTPRVP","chr1"
"37897","ENSG00000243333","106479285","RN7SL174P",NA
"37898","ENSG00000243335","154881","KCTD7","chr7"
"37899","ENSG00000243338","106480500","RN7SL307P",NA
"37900","ENSG00000243339","106480695","RN7SL738P",NA
"37902","ENSG00000243346","106480520","RN7SL601P",NA
"37906","ENSG00000243353","100271383","RPS29P19",NA
"37907","ENSG00000243355","100271586","RPS27P28",NA
"37908","ENSG00000243359","106479519","RN7SL815P",NA
"37909","ENSG00000243364","1945","EFNA4","chr1"
"37910","ENSG00000243365","106479324","RN7SL278P",NA
"37911","ENSG00000243366","106480938","RN7SL60P",NA
"37913","ENSG00000243370","106481859","RN7SL775P",NA
"37914","ENSG00000243373","106479284","RN7SL173P",NA
"37915","ENSG00000243374","106480941","RN7SL72P",NA
"37917","ENSG00000243383","106479256","RN7SL89P",NA
"37922","ENSG00000243396","391560","RPL32P7",NA
"37923","ENSG00000243398","106480959","RN7SL141P",NA
"37927","ENSG00000243406","100887750","MRPS31P5","chr13"
"37929","ENSG00000243414","353376","TICAM2","chr5"
"37931","ENSG00000243417","391706","RPS3AP18",NA
"37932","ENSG00000243420","106479490","RN7SL734P",NA
"37933","ENSG00000243422","653236","RPL23AP49",NA
"37935","ENSG00000243424","106479262","RN7SL107P",NA
"37936","ENSG00000243426","106479388","RN7SL454P",NA
"37937","ENSG00000243429","26644","OR7E29P",NA
"37938","ENSG00000243431","645160","RPL5P30",NA
"37940","ENSG00000243437","106481024","RN7SL370P",NA
"37941","ENSG00000243438","106479034","LARP1BP2",NA
"37942","ENSG00000243439","106479352","RN7SL352P",NA
"37943","ENSG00000243445","441744","RPS16P7",NA
"37944","ENSG00000243446","106480999","RN7SL284P",NA
"37945","ENSG00000243449","401115","C4orf48","chr4"
"37946","ENSG00000243455","100271364","RPS18P13",NA
"37947","ENSG00000243466","28299","IGKV1-5",NA
"37948","ENSG00000243468","27160","INGX","chrX"
"37949","ENSG00000243469","100271226","RPL7P51",NA
"37950","ENSG00000243477","24142","NAA80","chr3"
"37951","ENSG00000243478","344454","AOX2P","chr2"
"37952","ENSG00000243479","645249","MNX1-AS1","chr7"
"37953","ENSG00000243480","279","AMY2A","chr1"
"37957","ENSG00000243488","106481015","RN7SL337P",NA
"37958","ENSG00000243489","386678","KRTAP10-11","chr21"
"37963","ENSG00000243499","100271263","RPS6P21",NA
"37965","ENSG00000243503","100270966","RPL26P25",NA
"37966","ENSG00000243504","93948","RPS23P1",NA
"37967","ENSG00000243505","106479310","RN7SL240P",NA
"37969","ENSG00000243508","100421437","DNAJB6P7",NA
"37970","ENSG00000243509","8771","TNFRSF6B","chr20"
"37971","ENSG00000243510","106479263","RN7SL111P",NA
"37973","ENSG00000243516","646898","RPL12P40",NA
"37974","ENSG00000243517","441632","RPL13AP22",NA
"37976","ENSG00000243519","84086","IGLCOR22-2",NA
"37977","ENSG00000243521","100130929","RPL5P33",NA
"37979","ENSG00000243532","106480370","RN7SL19P",NA
"37980","ENSG00000243537","392271","RPL32P20",NA
"37982","ENSG00000243539","106481100","RN7SL649P",NA
"37983","ENSG00000243541","106480949","RN7SL104P",NA
"37984","ENSG00000243543","140870","WFDC6","chr20"
"37985","ENSG00000243544","106480967","RN7SL172P",NA
"37986","ENSG00000243546","106480950","RN7SL108P",NA
"37987","ENSG00000243547","644063","HNRNPKP4",NA
"37988","ENSG00000243548","106479260","RN7SL101P",NA
"37989","ENSG00000243549","106481856","RN7SL705P",NA
"37991","ENSG00000243554","110440226","CCZ1P1",NA
"37992","ENSG00000243560","106479356","RN7SL364P",NA
"37993","ENSG00000243562","106479527","RN7SL838P",NA
"37994","ENSG00000243566","105375355","UPK3B",NA
"37996","ENSG00000243572","105377096","LINC02017",NA
"37998","ENSG00000243581","100271590","RPS29P25",NA
"38000","ENSG00000243591","106480374","RN7SL282P",NA
"38001","ENSG00000243592","727984","RPL17P22",NA
"38002","ENSG00000243593","101926983","LINC02049",NA
"38003","ENSG00000243596","100419967","LOC100419967",NA
"38004","ENSG00000243601","100270924","RPL12P24",NA
"38005","ENSG00000243607","100271630","RPL35AP26",NA
"38010","ENSG00000243627","107983987","LOC107983987",NA
"38012","ENSG00000243629","339894","LINC00880","chr3"
"38013","ENSG00000243633","106479419","RN7SL542P",NA
"38016","ENSG00000243641","81377","OR13C7",NA
"38017","ENSG00000243642","106479415","RN7SL526P",NA
"38019","ENSG00000243646","3588","IL10RB","chr21"
"38020","ENSG00000243648","391833","RPS10P11",NA
"38021","ENSG00000243649","629","CFB","chr6"
"38028","ENSG00000243650","106481148","RN7SL834P",NA
"38030","ENSG00000243658","100862854","MTND5P16",NA
"38032","ENSG00000243660","642819","ZNF487","chr10"
"38033","ENSG00000243661","106479029","WBP1LP1",NA
"38034","ENSG00000243663","729097","RPS4XP14",NA
"38036","ENSG00000243667","116143","DNAAF10","chr2"
"38037","ENSG00000243669","100271499","RPL34P23",NA
"38038","ENSG00000243671","106479499","RN7SL761P",NA
"38039","ENSG00000243672","100129199","RPS3AP40",NA
"38042","ENSG00000243678","4831","NME2","chr17"
"38046","ENSG00000243687","100271313","RPL35AP10",NA
"38050","ENSG00000243697","401865","RPL7AP63",NA
"38051","ENSG00000243700","106481759","RN7SL598P",NA
"38052","ENSG00000243701","344595","DUBR","chr3"
"38053","ENSG00000243702","106479455","RN7SL638P",NA
"38054","ENSG00000243704","106480487","RN7SL105P",NA
"38056","ENSG00000243708","100137049","PLA2G4B","chr15"
"38057","ENSG00000243709","10637","LEFTY1","chr1"
"38058","ENSG00000243710","149465","CFAP57","chr1"
"38059","ENSG00000243711","100271444","RPL21P116",NA
"38060","ENSG00000243715","100874237","CACNA2D3-AS1","chr3"
"38061","ENSG00000243716","100132247","NPIPB5","chr16"
"38062","ENSG00000243720","100271452","RPL21P127",NA
"38064","ENSG00000243723","106481756","RN7SL393P",NA
"38065","ENSG00000243725","7268","TTC4","chr1"
"38066","ENSG00000243729","81696","OR5V1","chr6"
"38073","ENSG00000243738","106480492","RN7SL181P",NA
"38074","ENSG00000243742","113157","RPLP0P2","chr11"
"38076","ENSG00000243746","100421829","EEF1A1P10",NA
"38077","ENSG00000243749","100506144","TMEM35B","chr1"
"38078","ENSG00000243753","3139","HLA-L","chr6"
"38084","ENSG00000243758","100271317","RPL35AP15",NA
"38085","ENSG00000243759","100422603","ST13P15",NA
"38086","ENSG00000243761","100131339","RPL32P4",NA
"38089","ENSG00000243770","106479247","RN7SL65P",NA
"38090","ENSG00000243771","100271453","RPL21P130",NA
"38091","ENSG00000243772","3804","KIR2DL3","chr19"
"38092","ENSG00000243775","202459","OSTCP1","chr6"
"38093","ENSG00000243777","120318","RPS6P17",NA
"38094","ENSG00000243779","284230","RPL36AP49",NA
"38095","ENSG00000243780","100271441","RPL21P114",NA
"38097","ENSG00000243782","106481752","RN7SL78P",NA
"38098","ENSG00000243789","100137047","JMJD7","chr15"
"38100","ENSG00000243794","106481701","SNRPCP10",NA
"38101","ENSG00000243795","101929717","LINC02044",NA
"38104","ENSG00000243801","106481844","RN7SL461P",NA
"38106","ENSG00000243806","100270852","RPL7P18",NA
"38108","ENSG00000243811","140564","APOBEC3D","chr22"
"38109","ENSG00000243813","100419755","LOC100419755",NA
"38110","ENSG00000243817","106480973","RN7SL189P",NA
"38111","ENSG00000243818","100507389","LOC100507389","chr3"
"38112","ENSG00000243819","106479524","RN7SL832P",NA
"38114","ENSG00000243824","440176","RPL12P6",NA
"38116","ENSG00000243829","388556","RPS9P4",NA
"38117","ENSG00000243830","728002","RPL15P17",NA
"38119","ENSG00000243832","100507210","LINC02000",NA
"38120","ENSG00000243836","100131176","WDR86-AS1","chr7"
"38121","ENSG00000243838","646085","PSMC1P7",NA
"38122","ENSG00000243844","646909","RPL17P33",NA
"38123","ENSG00000243845","106479235","RN7SL30P",NA
"38124","ENSG00000243847","106479444","RN7SL610P",NA
"38125","ENSG00000243849","100874029","CFAP44-AS1","chr3"
"38127","ENSG00000243854","106479248","RN7SL67P",NA
"38128","ENSG00000243855","319142","RPL12P5",NA
"38129","ENSG00000243856","106479422","RN7SL551P",NA
"38130","ENSG00000243859","100270839","RPL5P17",NA
"38133","ENSG00000243870","106480986","RN7SL236P",NA
"38134","ENSG00000243871","106481055","RN7SL487P",NA
"38135","ENSG00000243872","106481049","RN7SL464P",NA
"38136","ENSG00000243873","100419968","HMGB1P36",NA
"38138","ENSG00000243883","106479376","RN7SL419P",NA
"38140","ENSG00000243886","100289118","LOC100289118",NA
"38142","ENSG00000243889","28588","TRBV8-1",NA
"38143","ENSG00000243894","727951","RPS3AP16",NA
"38144","ENSG00000243896","401427","OR2A7","chr7"
"38145","ENSG00000243900","106481010","RN7SL320P",NA
"38146","ENSG00000243902","114794","ELFN2","chr22"
"38148","ENSG00000243904","319129","RPSAP5",NA
"38149","ENSG00000243905","106481855","RN7SL679P",NA
"38150","ENSG00000243910","80086","TUBA4B","chr2"
"38151","ENSG00000243911","106481040","RN7SL430P",NA
"38152","ENSG00000243914","100270835","RPL5P14",NA
"38154","ENSG00000243916","100271247","RPS2P42",NA
"38155","ENSG00000243918","339881","EIF4BP8",NA
"38156","ENSG00000243920","100271113","RPS26P24",NA
"38159","ENSG00000243927","64968","MRPS6","chr21"
"38160","ENSG00000243929","100271337","RPL37AP2",NA
"38163","ENSG00000243943","84450","ZNF512","chr2"
"38166","ENSG00000243951","106479335","RN7SL308P",NA
"38168","ENSG00000243954","106479492","RN7SL743P",NA
"38169","ENSG00000243955","2938","GSTA1","chr6"
"38170","ENSG00000243957","106479458","RN7SL647P",NA
"38171","ENSG00000243959","106479472","RN7SL684P",NA
"38174","ENSG00000243964","440027","RPL23AP65",NA
"38176","ENSG00000243968","106479371","RN7SL402P",NA
"38178","ENSG00000243970","728448","PPIEL","chr1"
"38180","ENSG00000243976","106479414","RN7SL523P",NA
"38181","ENSG00000243977","115482685","H3P13",NA
"38182","ENSG00000243978","57529","RTL9","chrX"
"38183","ENSG00000243979","100128548","LOC100128548",NA
"38184","ENSG00000243980","106481114","RN7SL702P",NA
"38186","ENSG00000243986","100419069","ENO1P3",NA
"38187","ENSG00000243988","100216341","RPS24P17",NA
"38188","ENSG00000243989","95","ACY1","chr3"
"38189","ENSG00000243991","106479386","RN7SL447P",NA
"38190","ENSG00000243995","105372630","LOC105372630",NA
"38192","ENSG00000244002","100131161","RPSAP39",NA
"38193","ENSG00000244003","106479273","RN7SL143P",NA
"38194","ENSG00000244004","728700","RPS3AP19",NA
"38195","ENSG00000244005","9054","NFS1","chr20"
"38196","ENSG00000244006","106480382","RN7SL799P",NA
"38198","ENSG00000244018","100271007","RPL35P6",NA
"38199","ENSG00000244019","100270912","RPS2P24",NA
"38200","ENSG00000244020","645745","MT1HL1","chr1"
"38201","ENSG00000244021","653156","RPL21P53",NA
"38202","ENSG00000244024","100421509","LARP7P4",NA
"38203","ENSG00000244025","337970","KRTAP19-3","chr21"
"38204","ENSG00000244026","692099","FAM86DP","chr3"
"38206","ENSG00000244033","106480983","RN7SL228P",NA
"38207","ENSG00000244034","106480376","RN7SL424P",NA
"38209","ENSG00000244038","1650","DDOST","chr1"
"38211","ENSG00000244040","101928376","IL12A-AS1",NA
"38212","ENSG00000244041","401232","LINC01011","chr6"
"38213","ENSG00000244043","100271585","RPS27P27",NA
"38214","ENSG00000244044","106480529","RN7SL735P",NA
"38215","ENSG00000244045","147007","TMEM199","chr17"
"38216","ENSG00000244048","100271076","RPS18P6",NA
"38217","ENSG00000244050","110806268","DEFB109F",NA
"38218","ENSG00000244052","100270841","RPL5P24",NA
"38219","ENSG00000244053","326278","RPL13AP2",NA
"38221","ENSG00000244056","107080636","RN7SL417P",NA
"38222","ENSG00000244057","353144","LCE3C","chr1"
"38228","ENSG00000244066","106479275","RN7SL148P",NA
"38229","ENSG00000244067","2939","GSTA2","chr6"
"38230","ENSG00000244071","100271229","RPL9P33",NA
"38231","ENSG00000244073","391777","RPS4XP6",NA
"38233","ENSG00000244080","106479525","RN7SL833P",NA
"38235","ENSG00000244083","100270996","RPL34P12",NA
"38238","ENSG00000244089","100873893","HMGB1P30",NA
"38239","ENSG00000244091","106479399","RN7SL483P",NA
"38240","ENSG00000244094","6705","SPRR2F","chr1"
"38241","ENSG00000244097","100128140","RPS4XP17",NA
"38242","ENSG00000244099","100271091","RPS23P3",NA
"38243","ENSG00000244101","100874438","HMGN1P10",NA
"38244","ENSG00000244104","106479462","RN7SL659P",NA
"38245","ENSG00000244107","106479313","RN7SL250P",NA
"38246","ENSG00000244112","106481061","RN7SL508P",NA
"38247","ENSG00000244113","100130392","RPL9P20",NA
"38248","ENSG00000244115","552891","DNAJC25-GNG10","chr9"
"38249","ENSG00000244116","28921","IGKV2-28",NA
"38251","ENSG00000244122","54577","UGT1A7","chr2"
"38254","ENSG00000244128","103695433","LINC01322",NA
"38255","ENSG00000244130","106480276","UBE2Q2P9",NA
"38256","ENSG00000244131","100271267","RPSAP51",NA
"38257","ENSG00000244134","100271549","RPS12P20",NA
"38258","ENSG00000244137","107985359","LOC107985359",NA
"38259","ENSG00000244139","106479369","RN7SL397P",NA
"38262","ENSG00000244146","646966","RPL26P16",NA
"38269","ENSG00000244161","105377105","FLNB-AS1",NA
"38270","ENSG00000244165","5032","P2RY11","chr19"
"38272","ENSG00000244169","106480953","RN7SL120P",NA
"38274","ENSG00000244176","390206","RPS2P37",NA
"38276","ENSG00000244184","101559451","PELP1-DT","chr17"
"38277","ENSG00000244187","85014","TMEM141","chr9"
"38278","ENSG00000244192","133629","RPL11P2",NA
"38280","ENSG00000244194","106480981","RN7SL218P",NA
"38282","ENSG00000244197","106479501","RN7SL766P",NA
"38285","ENSG00000244203","104502416","FOXP1-AS1",NA
"38287","ENSG00000244215","101927123","LINC02016",NA
"38288","ENSG00000244217","100271133","RPS4XP10",NA
"38289","ENSG00000244218","106479253","RN7SL81P",NA
"38290","ENSG00000244219","100289187","TMEM225B","chr7"
"38291","ENSG00000244222","402133","OR7E121P",NA
"38292","ENSG00000244226","100421506","ILF2P1",NA
"38293","ENSG00000244227","646168","LRRC77P","chr3"
"38294","ENSG00000244229","100128115","RPL26P35",NA
"38296","ENSG00000244231","84664","CSPG4P2Y",NA
"38297","ENSG00000244232","106481113","RN7SL698P",NA
"38298","ENSG00000244234","64396","GMCL2","chr5"
"38299","ENSG00000244235","100271155","RPL17P30",NA
"38300","ENSG00000244236","106479442","RN7SL604P",NA
"38301","ENSG00000244237","145235","RPL24P3",NA
"38303","ENSG00000244242","402778","IFITM10","chr11"
"38304","ENSG00000244244","100271597","RPS3AP42",NA
"38307","ENSG00000244247","105374244","LINC01995",NA
"38308","ENSG00000244249","100270859","RPS2P19",NA
"38309","ENSG00000244251","100131246","RPL9P27",NA
"38310","ENSG00000244253","100271589","RPS29P24",NA
"38312","ENSG00000244256","106479269","RN7SL130P",NA
"38316","ENSG00000244264","106479440","RN7SL597P",NA
"38318","ENSG00000244266","100132547","RPL26P33",NA
"38319","ENSG00000244267","100271498","RPL34P22",NA
"38321","ENSG00000244270","729215","RPL32P29",NA
"38323","ENSG00000244274","55861","DBNDD2","chr20"
"38325","ENSG00000244280","347694","ECEL1P2","chr2"
"38329","ENSG00000244289","100271261","RPS3AP35",NA
"38331","ENSG00000244294","106479491","RN7SL740P",NA
"38333","ENSG00000244296","106480491","RN7SL168P",NA
"38334","ENSG00000244297","106479392","RN7SL465P",NA
"38337","ENSG00000244302","101928790","PEX5L-AS2",NA
"38338","ENSG00000244306","503639","DUXAP10",NA
"38339","ENSG00000244307","106481031","RN7SL395P",NA
"38340","ENSG00000244308","106479500","RN7SL762P",NA
"38343","ENSG00000244314","106479237","RN7SL36P",NA
"38344","ENSG00000244318","106481832","RN7SL252P",NA
"38346","ENSG00000244326","106481143","RN7SL814P",NA
"38348","ENSG00000244328","106481863","RN7SL845P",NA
"38349","ENSG00000244329","100271344","UBA52P9",NA
"38352","ENSG00000244335","106481110","RN7SL687P",NA
"38354","ENSG00000244342","285401","LINC00698","chr3"
"38358","ENSG00000244355","110599563","LY6G6F-LY6G6D",NA
"38366","ENSG00000244356","106481032","RN7SL398P",NA
"38367","ENSG00000244357","106481753","RN7SL145P",NA
"38370","ENSG00000244362","337974","KRTAP19-7","chr21"
"38371","ENSG00000244363","648000","RPL7P23",NA
"38373","ENSG00000244372","106479378","RN7SL423P",NA
"38374","ENSG00000244376","106481097","RN7SL636P",NA
"38378","ENSG00000244383","105377108","FAM3D-AS1",NA
"38379","ENSG00000244384","106479354","RN7SL359P",NA
"38380","ENSG00000244389","106480496","RN7SL242P",NA
"38381","ENSG00000244390","100129227","RPS6P22",NA
"38382","ENSG00000244391","106481013","RN7SL330P",NA
"38383","ENSG00000244392","106481864","RN7SL869P",NA
"38384","ENSG00000244395","378949","RBMY1D",NA
"38385","ENSG00000244398","729362","RPL36AP37",NA
"38386","ENSG00000244399","106480990","RN7SL251P",NA
"38387","ENSG00000244400","100271385","RPS4XP12",NA
"38388","ENSG00000244402","106481836","RN7SL314P",NA
"38389","ENSG00000244404","106480495","RN7SL216P",NA
"38390","ENSG00000244405","2119","ETV5","chr3"
"38391","ENSG00000244411","440050","KRTAP5-7","chr11"
"38392","ENSG00000244413","645809","RPL23AP56",NA
"38393","ENSG00000244414","3078","CFHR1","chr1"
"38395","ENSG00000244425","106479319","RN7SL268P",NA
"38396","ENSG00000244427","100271256","RPS3AP31",NA
"38398","ENSG00000244432","100271520","RPL39P28",NA
"38399","ENSG00000244436","100271347","RPLP2P4",NA
"38400","ENSG00000244437","28913","IGKV3-15",NA
"38401","ENSG00000244441","100271002","RPL34P9",NA
"38402","ENSG00000244451","100271495","RPL34P21",NA
"38403","ENSG00000244456","112488741","SPECC1P2",NA
"38404","ENSG00000244457","2025","ENO1P1",NA
"38407","ENSG00000244462","10137","RBM12","chr20"
"38410","ENSG00000244470","391679","RPL6P14",NA
"38412","ENSG00000244474","54657","UGT1A4","chr2"
"38413","ENSG00000244476","405754","ERVFRD-1","chr6"
"38416","ENSG00000244482","79168","LILRA6","chr19"
"38417","ENSG00000244485","441775","RPL18P13",NA
"38418","ENSG00000244486","91179","SCARF2","chr22"
"38422","ENSG00000244501","106480522","RN7SL623P",NA
"38423","ENSG00000244502","100874101","HDAC11-AS1",NA
"38424","ENSG00000244503","100421817","EEF1A1P45",NA
"38425","ENSG00000244509","27350","APOBEC3C","chr22"
"38427","ENSG00000244512","106480929","RN7SL28P",NA
"38429","ENSG00000244514","106479267","RN7SL125P",NA
"38430","ENSG00000244515","391589","KRT18P34",NA
"38431","ENSG00000244521","106479478","RN7SL700P",NA
"38432","ENSG00000244527","440487","RPL21P128",NA
"38434","ENSG00000244532","106479361","RN7SL380P",NA
"38435","ENSG00000244534","106479299","RN7SL211P",NA
"38436","ENSG00000244535","124902803","LOC124902803",NA
"38437","ENSG00000244537","85291","KRTAP4-2","chr17"
"38439","ENSG00000244540","100271638","RPL35AP29",NA
"38440","ENSG00000244541","101927992","LINC01213",NA
"38441","ENSG00000244544","106479385","RN7SL446P",NA
"38444","ENSG00000244551","100271503","RPL34P29",NA
"38448","ENSG00000244560","155060","LOC155060","chr7"
"38450","ENSG00000244563","100271110","RPS26P19",NA
"38451","ENSG00000244564","101929316","PRICKLE2-DT",NA
"38452","ENSG00000244565","116435285","POLR2DP2",NA
"38453","ENSG00000244568","106479461","RN7SL654P",NA
"38456","ENSG00000244575","28935","IGKV1-27",NA
"38457","ENSG00000244578","103344930","LINC01391",NA
"38458","ENSG00000244582","731688","RPL21P120",NA
"38461","ENSG00000244588","642636","RAD21L1","chr20"
"38462","ENSG00000244593","392206","RPL10AP11",NA
"38464","ENSG00000244607","152206","CCDC13","chr3"
"38465","ENSG00000244610","106481128","RN7SL756P",NA
"38466","ENSG00000244615","100873875","PSPC1P2",NA
"38467","ENSG00000244617","151516","ASPRV1","chr2"
"38468","ENSG00000244618","106480502","RN7SL334P",NA
"38471","ENSG00000244621","100271072","RPS17P11",NA
"38472","ENSG00000244623","81392","OR2AE1","chr7"
"38473","ENSG00000244624","337975","KRTAP20-1","chr21"
"38476","ENSG00000244630","100271237","RPS26P27",NA
"38477","ENSG00000244632","106480538","RN7SL863P",NA
"38478","ENSG00000244640","100131151","RPLP0P8",NA
"38481","ENSG00000244646","353515","XKRY2",NA
"38487","ENSG00000244661","28579","TRBV12-1",NA
"38488","ENSG00000244662","100271432","RPL21P102",NA
"38490","ENSG00000244669","100130347","RPS6P5",NA
"38491","ENSG00000244671","106480498","RN7SL280P",NA
"38492","ENSG00000244674","652670","RPS3AP15",NA
"38495","ENSG00000244677","106479480","RN7SL706P",NA
"38496","ENSG00000244681","100287639","MTHFD2P1","chr3"
"38498","ENSG00000244687","7335","UBE2V1","chr20"
"38499","ENSG00000244691","319135","RPL10AP1",NA
"38500","ENSG00000244692","106479487","RN7SL724P",NA
"38501","ENSG00000244694","442213","PTCHD4","chr6"
"38504","ENSG00000244703","4182","CD46P1",NA
"38505","ENSG00000244705","390578","RPLP0P10",NA
"38507","ENSG00000244708","100270962","RPL23P10",NA
"38508","ENSG00000244710","106479242","RN7SL47P",NA
"38510","ENSG00000244716","100132742","RPL17P7",NA
"38513","ENSG00000244722","389141","RPSAP29",NA
"38516","ENSG00000244731","110384692","LOC110384692",NA
"38523","ENSG00000244732","106481155","RN7SL870P",NA
"38525","ENSG00000244734","3043","HBB","chr11"
"38527","ENSG00000244740","391581","RPL31P23",NA
"38529","ENSG00000244748","106480490","RN7SL153P",NA
"38530","ENSG00000244752","1415","CRYBB2","chr22"
"38532","ENSG00000244754","10443","N4BP2L2","chr13"
"38533","ENSG00000244756","654369","RPL37P5",NA
"38535","ENSG00000244791","101927657","LOC101927657",NA
"38537","ENSG00000244921","107075130","MTCYBP18",NA
"38538","ENSG00000244926","100507300","ALKBH3-AS1","chr11"
"38540","ENSG00000244945","101928445","RUFY1-AS1",NA
"38542","ENSG00000244968","100506495","LIFR-AS1",NA
"38543","ENSG00000244998","105375790","LOC105375790",NA
"38544","ENSG00000245008","101929538","LOC101929538",NA
"38545","ENSG00000245017","643770","LINC02453","chr12"
"38548","ENSG00000245060","729678","LINC00847","chr5"
"38549","ENSG00000245067","255130","IGFBP7-AS1","chr4"
"38550","ENSG00000245080","105375650","MIR3150BHG",NA
"38551","ENSG00000245105","144571","A2M-AS1","chr12"
"38552","ENSG00000245112","100128055","SMARCA5-AS1",NA
"38554","ENSG00000245148","100506020","ARAP1-AS2",NA
"38555","ENSG00000245149","101927612","RNF139-DT",NA
"38557","ENSG00000245164","100130231","LINC00861","chr8"
"38558","ENSG00000245205","100421854","EEF1A1P4",NA
"38559","ENSG00000245213","101930370","GALNT7-DT",NA
"38562","ENSG00000245275","386627","SAP30L-AS1","chr5"
"38563","ENSG00000245281","101929066","ASAH1-AS1",NA
"38564","ENSG00000245293","101929595","CYP2U1-AS1",NA
"38566","ENSG00000245311","101928646","BMAL2-AS1",NA
"38567","ENSG00000245317","100996419","MRNIP-DT",NA
"38570","ENSG00000245384","101929468","CXXC4-AS1",NA
"38572","ENSG00000245466","101928075","TTC9-DT",NA
"38574","ENSG00000245479","101929765","LINC01585",NA
"38576","ENSG00000245498","100507283","MSANTD2-AS1",NA
"38577","ENSG00000245522","440028","LINC02709","chr11"
"38578","ENSG00000245526","645323","LINC00461","chr5"
"38579","ENSG00000245532","283131","NEAT1","chr11"
"38580","ENSG00000245534","101928784","RORA-AS1",NA
"38581","ENSG00000245552","100129203","LOC100129203",NA
"38583","ENSG00000245556","728769","SCAMP1-AS1",NA
"38584","ENSG00000245571","101927204","FAM111A-DT",NA
"38585","ENSG00000245573","497258","BDNF-AS","chr11"
"38586","ENSG00000245598","100506068","DACT3-AS1","chr19"
"38587","ENSG00000245614","100506660","DDX11-AS1","chr12"
"38588","ENSG00000245648","101928100","KLRK1-AS1",NA
"38589","ENSG00000245651","283387","LOC283387",NA
"38592","ENSG00000245680","92285","ZNF585B","chr19"
"38593","ENSG00000245685","728339","FRG1-DT",NA
"38595","ENSG00000245694","101927480","LOC101927480",NA
"38597","ENSG00000245711","101056700","NADK2-AS1",NA
"38598","ENSG00000245719","101929076","LOC101929076",NA
"38599","ENSG00000245729","729506","LINC02226","chr5"
"38600","ENSG00000245748","100129931","LOC100129931","chr4"
"38601","ENSG00000245750","104472713","PCAT29",NA
"38605","ENSG00000245812","101927740","LINC02202",NA
"38606","ENSG00000245832","101928989","MIR4300HG",NA
"38607","ENSG00000245848","1050","CEBPA","chr19"
"38608","ENSG00000245849","100505648","RAD51-AS1","chr15"
"38609","ENSG00000245857","100652791","GS1-24F4.2","chr8"
"38610","ENSG00000245864","109729137","MEF2C-AS2",NA
"38612","ENSG00000245870","101927074","LINC00682",NA
"38613","ENSG00000245888","400512","NSMCE1-DT","chr16"
"38616","ENSG00000245928","101928809","SDAD1-AS1",NA
"38617","ENSG00000245937","644873","SLC12A2-DT","chr5"
"38618","ENSG00000245954","100996286","LINC02273",NA
"38621","ENSG00000245975","101928725","MINDY2-DT",NA
"38623","ENSG00000246022","100862662","ALDH1L1-AS2","chr3"
"38625","ENSG00000246082","152195","NUDT16L2P","chr3"
"38626","ENSG00000246084","101929241","LINC02325",NA
"38627","ENSG00000246089","100287015","MCPH1-DT","chr8"
"38628","ENSG00000246090","100507053","LOC100507053","chr4"
"38632","ENSG00000246130","286059","LOC286059","chr8"
"38633","ENSG00000246145","100505676","RRS1-DT","chr8"
"38634","ENSG00000246174","100289388","KCTD21-AS1","chr11"
"38636","ENSG00000246211","101928580","P4HA3-AS1",NA
"38637","ENSG00000246214","101929524","RETREG1-AS1",NA
"38638","ENSG00000246223","388011","LINC01550","chr14"
"38640","ENSG00000246228","727677","CASC8","chr8"
"38643","ENSG00000246273","283104","SBF2-AS1","chr11"
"38645","ENSG00000246308","101928053","LOC101928053",NA
"38648","ENSG00000246331","645485","LOC645485",NA
"38650","ENSG00000246339","101929402","EXTL3-AS1",NA
"38652","ENSG00000246363","728084","LINC02458","chr12"
"38653","ENSG00000246366","286190","LACTB2-AS1","chr8"
"38654","ENSG00000246375","105369192","PPM1K-DT",NA
"38655","ENSG00000246379","283856","GNAO1-DT","chr16"
"38656","ENSG00000246394","101928597","ZNF84-DT",NA
"38657","ENSG00000246422","100505658","DIAPH1-AS1","chr5"
"38658","ENSG00000246430","100507632","LINC00968","chr8"
"38660","ENSG00000246465","124903670","LOC124903670",NA
"38661","ENSG00000246477","101929290","LOC101929290",NA
"38662","ENSG00000246523","100506368","FZD4-DT","chr11"
"38663","ENSG00000246526","339988","LINC02481",NA
"38664","ENSG00000246528","121233925","SLCO5A1-AS1",NA
"38665","ENSG00000246541","101929210","SMARCAD1-DT",NA
"38666","ENSG00000246548","283575","LINC02288",NA
"38669","ENSG00000246582","389641","TNFRSF10A-DT","chr8"
"38671","ENSG00000246627","100652846","CACNA1C-AS1","chr12"
"38672","ENSG00000246640","284080","PICART1","chr17"
"38673","ENSG00000246662","642924","CIBAR1-DT","chr8"
"38675","ENSG00000246705","55766","H2AJ","chr12"
"38676","ENSG00000246731","85001","MGC16275","chr17"
"38677","ENSG00000246740","101928388","PLA2G4E-AS1",NA
"38678","ENSG00000246763","503569","RGMB-AS1","chr5"
